,name,id,minutes,n_steps,description,ingredients,n_ingredients,rating,n_reviews,breakfast,brunch,main,dessert,side_dish,vegan,vegetarian,kosher,meat,seafood,gluten_free,lactose,dairy_free,"""confectioners sugar""",1% low-fat milk,active dry yeast,all-purpose flour,allspice,almond extract,aluminum foil,american cheese,apple cider vinegar,apple juice,apple,apples,bacon,baking cocoa,baking potatoes,baking powder,baking soda,balsamic vinegar,banana,bananas,barbecue sauce,basil,bay leaf,bay leaves,beef broth,beef stock,beer,bell pepper,black beans,black olives,black pepper,blue cheese,blueberries,boiling water,boneless chicken breasts,boneless skinless chicken breast halves,boneless skinless chicken breast,boneless skinless chicken breasts,boneless skinless chicken thighs,bread flour,bread machine yeast,bread,breadcrumbs,broccoli,brown sugar,butter,buttermilk,butternut squash,cabbage,canola oil,carrot,carrots,catsup,cauliflower,cayenne pepper,cayenne,celery rib,celery ribs,celery seed,celery,cheddar cheese,cheese,cherry tomatoes,chicken bouillon cubes,chicken breasts,chicken broth,chicken stock,chicken thighs,chicken wings,chicken,chickpeas,chili powder,chives,chocolate chips,chuck roast,cider vinegar,cilantro,cinnamon,coarse salt,cocoa powder,cocoa,cold water,condensed cream of mushroom soup,cooked bacon,cooked chicken,cooked ham,cooked rice,cooking oil,cooking spray,cool whip,corn syrup,corn,cornmeal,cornstarch,cottage cheese,cracked black pepper,cream cheese,cream of chicken soup,cream of mushroom soup,cream of tartar,cream,creamy peanut butter,crushed red pepper flakes,cucumber,cumin,curry powder,dark brown sugar,diced tomatoes,dijon mustard,dried basil,dried dill weed,dried marjoram,dried onion flakes,dried oregano,dried parsley flakes,dried parsley,dried rosemary,dried thyme,dry breadcrumbs,dry mustard,dry onion soup mix,dry white wine,dry yeast,egg noodles,egg white,egg whites,egg yolks,egg,eggs,elbow macaroni,evaporated milk,extra virgin olive oil,feta cheese,fish sauce,flour tortillas,flour,food coloring,french bread,fresh basil,fresh blueberries,fresh cilantro,fresh coarse ground black pepper,fresh dill,fresh garlic,fresh ginger,fresh ground black pepper,fresh ground pepper,fresh lemon juice,fresh lime juice,fresh mushrooms,fresh parsley,fresh rosemary,fresh spinach,fresh strawberries,fresh thyme,fresh tomatoes,frozen chopped spinach,frozen corn,frozen peas,frozen spinach,garlic clove,garlic cloves,garlic powder,garlic salt,garlic,ginger,graham cracker crumbs,granulated sugar,green bell pepper,green chilies,green onion,green onions,green pepper,ground allspice,ground beef,ground black pepper,ground cinnamon,ground cloves,ground coriander,ground cumin,ground ginger,ground pepper,ground turkey,guacamole,half-and-half cream,half-and-half,ham,hard-boiled eggs,heavy cream,heavy whipping cream,hidden valley ranch dressing mix,honey,hot sauce,hot water,icing sugar,instant chocolate pudding mix,instant vanilla pudding,italian seasoned breadcrumbs,italian seasoning,jalapeno pepper,jalapeno peppers,kalamata olive,ketchup,kidney beans,kielbasa,kosher salt,large shrimp,lean ground beef,lemon,lemon juice,lemon zest,lemon,lettuce,light brown sugar,lime juice,liquid smoke,low sodium soy sauce,low-fat cheddar cheese,maple syrup,margarine,mayonnaise,milk,minced garlic cloves,molasses,monterey jack cheese,mozzarella cheese,mushrooms,mustard,nonfat dry milk powder,nutmeg,nuts,oatmeal,oil,old bay seasoning,olive oil,onion powder,onion soup mix,onion,onions,orange juice,oregano,paprika,parmesan cheese,parsley,pasta,peanut butter,peanut oil,pecans,pepper,pepperoni,pie crusts,pineapple juice,plum tomatoes,pork chops,pork tenderloin,potato,potatoes,powdered sugar,prepared horseradish,prepared mustard,pumpkin puree,pumpkin,pure vanilla extract,quick-cooking oats,quick-cooking rolled oats,raisins,red bell pepper,red onion,red pepper flakes,red potatoes,red wine vinegar,red wine,refried beans,refrigerated crescent dinner rolls,rice vinegar,rice wine,ricotta cheese,rolled oats,rolls,romano cheese,rosemary,russet potatoes,salmon fillets,salsa,salt & freshly ground black pepper,salt & pepper,salt and pepper,salt,scallion,scallions,sea salt,seasoned bread crumbs,seasoning salt,semi-sweet chocolate chips,semisweet chocolate,sesame oil,sesame seeds,shallot,shallots,sharp cheddar cheese,shortening,shredded cheddar cheese,shrimp,skim milk,sliced almonds,sour cream,soy sauce,spaghetti sauce,stewed tomatoes,strawberries,strawberry,sugar,sweet onion,sweet pickle relish,sweet potatoes,sweetened condensed milk,swiss cheese,tabasco sauce,taco seasoning mix,taco seasoning,thyme,tilapia fillets,tomato paste,tomato sauce,tomatoes,unbleached all-purpose flour,unsalted butter,unsweetened cocoa powder,vanilla extract,vanilla instant pudding mix,vanilla,vegetable broth,vegetable oil cooking spray,vegetable oil,vegetable shortening,velveeta cheese,vinegar,walnuts,warm water,water,whipped cream,whipping cream,white bread,white pepper,white rice,white sugar,white vinegar,white wine vinegar,whole kernel corn,whole milk,whole turkey,whole wheat flour,worcestershire sauce,yeast,yellow cake mix,yellow onion,yellow onions,zucchini,juice of,zest of,cluster
783,kittencal s easy creamy white glaze,120835,5,1,"this is the best and easiest glaze and one that i use all the time for my recipe#263265 and my recipe#77397 --- just three ingredients to create the perfect creamy glaze, for the best creamy taste and texture i strongly suggest to use only whipping cream --- change the flavor by using different flavors of extract, you can also add in food coloring","powdered sugar, whipping cream, vanilla extract",3,4.88,64,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
784,kittencal s easy no fail make anytime turkey gravy,145064,20,11,"i have been using this recipe for many years, my family loves this gravy and i have served it to dinner guests over the holidays and always receive rave reviews! --- you don't need to make this gravy using all pan drippings, if you do not have 4 cups of drippings you may mix with chicken broth to make the 4 cups, or it may be made with only chicken broth, please see note on the bottom of the recipe--- this may be made slightly ahead and kept uncovered on top of the stove until ready to serve, just whisk before using if you have any left over this gravy freezes very well or you may reduce all ingredients down to half and for a thinner gravy reduce flour by 1 tablespoon  --- also see my recipe#314890
for more of my recipes visit www.kittencalskitchen.com","butter, all-purpose flour, black pepper, pan drippings",4,4.62,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
785,kittencal s easy oven baked barbecued chicken,277207,85,9,"really this is such an easy recipe i wasn't going to even bother posting it, i have been making this for years and when you can't barbecue outside this is the next best thing! --- sweet baby ray's bbq sauce works really well or use your own favorite, i most always use my recipe#232433 and prepare the sauce a day ahead --- i did not list the amounts for the seasoned salt and garlic powder as i never measure but probably use about 2 teaspoons each for all the chicken pieces, i usually use about 2 cups sauce but a little more or less is fine -- boneless, skinless chicken breasts work well also but cooking time will need to be reduced, you will *love* this!","whole chickens, seasoning salt, garlic powder, ground black pepper, barbecue sauce",5,4.39,57,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
786,kittencal s extreme chocolate brownies,87925,50,13,"if your looking for an everyday run-of-the-mill cake-style brownie then pass this by, this is a a moist chewy extreme chocolate bakery-style brownie that takes little time to make and tastes even better the next day, it's everything a good brownie should be!  --- i have even made these using half brown sugar and half white sugar, the amount of sugar listed will give you a sweet brownie you may reduce the sugar by 1/4 cup or more if desired or if you have a sweet tooth use amount stated --- add in a couple of tablespoons of coffee-flavored liqueur in place of the vanilla if desired -- according to a reviewer oil may be used in place of the butter successfully --- these brownies freeze very well,  they are so simple to make just mix everything by hand, they bake out so rich and sinful! --- see recipe#89207","butter, sugar, water, semi-sweet chocolate chips, vanilla, eggs, flour, baking soda, salt",9,4.79,234,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
787,kittencal s famous barbecue sauce for chicken and ribs,232433,65,8,"this is the best barbecue sauce, and trust me i have experimented with hundreds of different combinations over the years,  this is even better than any of the popular bottled sauces! ---plan ahead this sauce must be made one day in advance to allow the flavors to blend and intensify, don't even think about using it the same day it is made,  this sauce will take on a whole different flavor when simmered for 1 hour and left overnight in the fridge--- the ingredients can easily be doubled but keep the garlic amount no more than 2 tablespoons, and for the best flavor use only heinz ketchup and a good quality brand of yellow mustard, i use french's mustard it really will make a difference in the taste, please do not omit the liquid smoke --- yield is only estimated as the sauce will reduce after simmering for 1 hour or more  ---*note* for a smoother low fat sauce omit the oil, onion and fresh garlic, then in the saucepan mix all remaining ingredients together and add in 1 teaspoon each garlic powder and onion powder then simmer for 1 hour -----you will love this sauce!","onion, garlic cloves, vegetable oil, chili powder, paprika, salt, fresh ground black pepper, cayenne pepper, ketchup, brown sugar, cider vinegar, yellow mustard, worcestershire sauce, liquid smoke",14,4.49,94,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
788,kittencal s famous caesar salad,116849,5,7,"i developed this dressing years ago, and i can honestly say that you won't be able to keep your spoon out of the fridge for a taste, it is *that* good! --- although i do think the dressing is better with the anchovy it can certainly be made without them. in a pinch i have even substituted buttermilk for the half and half cream, just use about the same amount --- this dressing gets stronger with refrigeration time so a small amount of fresh garlic goes a long way! ---- usually one recipe without doubling is perfect for one large romaine lettuce, if you are serving a large crowd of people you might want to double -- salad dressing will not work for this use *only* mayonnaise, i find hellman's brand mayonnaise works the best and for the  perfect companion to this salad see my recipe#125034-------------lower-fat option use reduced fat mayonnaise and fat-free half and half or low-fat milk --- also see my recipe#66596","head romaine lettuce, garlic-flavored croutons, parmesan cheese, black pepper, anchovy fillets, fresh garlic cloves, mayonnaise, half-and-half cream, lemon juice, dijon mustard, salt and pepper, worcestershire sauce, buttermilk",13,4.79,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6
789,kittencal s famous coleslaw,102617,1440,12,"this is the most delicious coleslaw that you will ever have! i make this for weddings, large socials and in the summer for bbq's and parties, and there is never anything left it all goes and everyone wants the recipe --- plan ahead the coleslaw needs to be refrigerated for the stated time to blend the flavors, this coleslaw will intensify in flavor with chilling time --- this is not a thick heavy dressing like some other coleslaw recipes it's the perfect texture and flavor and what makes this coleslaw stand out from all others is the fresh lemon juice so please use only fresh i have used bottled in the past and it is just not the same --- the dressing amount will yield enough for two 16-ounce packages prepared coleslaw mix or 1 head of green cabbage --- for one 16-ounce package prepared coleslaw mix use the dressing amounts posted on bottom of recipe and add in 3 or more large of chopped green onions.   for more kittencal's recipes, visit my recipe site www.recipezazz.com","green cabbage, carrot, green onions, celery seeds, mayonnaise, whole milk, buttermilk, white vinegar, fresh lemon juice, white sugar, garlic powder, seasoning salt, fresh ground black pepper",13,4.68,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
790,kittencal s fluffiest scrambled eggs,251220,5,5,"once you make these eggs you will *never* go back to your old way again, this is the way the higher end restaurants prepare their eggs ----for six eggs you may increase the milk by 1 tablespoon, do not add in more than 1/4 teaspoon baking powder --- if you are not afraid of some extra calories for 4 eggs use 2 tablespoons whipping cream in place of low-fat milk :)","butter, eggs, milk, baking powder, salt, fresh coarse ground black pepper, low-fat cheddar cheese",7,4.7,164,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
791,kittencal s greek moussaka,88804,105,23,"being greek born i have tried my share of moussaka recipes over the years, this is a basic easy recipe i have been making for years and still make often, it has remained a huge family favorite, i have served this many times to guests for a dinner parties and always receive rave reviews! ---the traditional greek moussaka usually has about 1 teaspoon cinnamon added to the meat mixture, you might want to add it in my family prefers it without --- you may also want to ""sweat"" the eggplant slices with a bit of salt sprinkled on for 1 hour before using","eggplants, olive oil, lean ground beef, onions, garlic, tomato sauce, dried oregano, salt, fresh ground black pepper, butter, flour, half-and-half cream, egg, parmesan cheese",14,4.55,148,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
792,kittencal s hamburger burger buns,117281,142,20,"these are the best homemade buns for burgers they bake out soft and light and the dough is a pleasure to work with, they also make wonderful sandwich buns too, this will yield between 12-14 buns depending on how big you make them,  i sometimes add in 1/2 teaspoon malt powder but it is not necessary --- canadian residents can use all-purpose flour, u.s. residents use bread flour","warm water, sugar, dry yeast, whole milk, crisco shortening, salt, all-purpose white flour, egg white, water, sesame seeds",10,4.77,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
